,Date,Province_Id,Daily_Total,Daily_100k,N_Day_Rate,NDR_Change,NDRC_Sliding_Window
1522,2020-07-13,30,9,0.7072202472441985,2.9680386213516465,0.9441330263210114,1.1893638794930592
2252,2020-07-13,40,27.0,0.6170507579097337,3.3162468806391985,1.213720548241953,1.225474236427919
134,2020-07-13,10,27,1.3587161641933,3.668506626911536,0.7737561771361968,1.1944481594951477
792,2020-07-13,20,-9.0,-0.8065274958665465,2.6103650265647484,0.7304785467758156,1.2266138565953462
135,2020-07-14,10,41,2.063235656737974,4.583986517095328,1.2495511071093583,1.1258138209157522
793,2020-07-14,20,5.0,0.4480708310369704,4.639157210774411,1.777206315424614,1.1490800024834744
1523,2020-07-14,30,11,0.8643803021873536,5.252146463442983,1.7695680998420271,1.1522586489976245
2253,2020-07-14,40,57.0,1.302662711142771,5.847588927341556,1.763315319339086,1.1580788096538481
1524,2020-07-15,30,19,1.4930205219599744,6.723558691391797,1.2801544546006904,1.1272180159718448
136,2020-07-15,10,40,2.012912835841926,7.377755363040423,1.6094627101380274,1.128768636235826
794,2020-07-15,20,1.0,0.08961416620739406,8.273897025114364,1.7834914078570767,1.1717843270944612
2254,2020-07-15,40,60.0,1.371223906466075,7.581885274842464,1.2965831506027832,1.1736459984551588
2255,2020-07-16,40,40.0,0.9141492709773833,8.047963714782878,1.0614726315481076,1.1509766519627829
1525,2020-07-16,30,15,1.1787004120736642,8.362283824669188,1.243728835947466,1.1140153161000972
795,2020-07-16,20,1.0,0.08961416620739406,7.149235279733811,0.8640710970940556,1.1326092492092534
137,2020-07-16,10,24,1.2077477015051556,6.8639624592789925,0.9303591839958091,1.057063564322068
138,2020-07-17,10,40,2.012912835841926,6.8639624592789925,1.0,1.0630941557621874
796,2020-07-17,20,5.0,0.4480708310369704,7.222419124108569,1.0102365975536174,1.123098190996699
1526,2020-07-17,30,14,1.1001203846020866,6.951315602244581,0.8312699913076168,1.0824011581078703
2256,2020-07-17,40,59.0,1.3483701746916403,7.385536505958838,0.917690085057508,1.1003718942669545
1527,2020-07-18,30,9,0.7072202472441985,6.914056341129371,0.9946399698636647,1.1132611983713172
2257,2020-07-18,40,24.0,0.5484895625864299,7.372931737508408,0.9982933171557327,1.1155979370043232
139,2020-07-18,10,14,0.704519492544674,6.869703528547926,1.0008364074400162,1.0885728503929875
797,2020-07-18,20,1.0,0.08961416620739406,4.946404858913394,0.6848681548267121,1.092330176745946
140,2020-07-19,10,14,0.704519492544674,5.2028535204210975,0.7573621625445667,1.0459039640519963
798,2020-07-19,20,4.0,0.3584566648295762,4.4611898006485875,0.9019055107487913,1.1074653757543833
1528,2020-07-19,30,9,0.7072202472441985,3.8200398732011456,0.5525034342686834,1.0879996874501656
2258,2020-07-19,40,27.0,0.6170507579097337,3.7298703838666807,0.5058870089481047,1.108137437270468
2259,2020-07-20,40,68.0,1.5540537606615517,4.735434581941803,1.2695976252752983,1.11611987684666
141,2020-07-20,10,55,2.767755149282648,6.798670238679777,1.3067195168949366,1.1220415840175306
799,2020-07-20,20,3.0,0.2688424986221822,6.977898571094564,1.5641339828402026,1.2265590094778673
1529,2020-07-20,30,10,0.785800274715776,7.059179353265667,1.8479334215300123,1.2171140296228802
2260,2020-07-21,40,41.0,0.9370030027518178,7.6377256911879075,1.6128880167226376,1.0946302621871675
1530,2020-07-21,30,13,1.0215403571305088,7.9520458010742185,1.1264830376346084,1.1252447350218202
142,2020-07-21,10,27,1.3587161641933,8.693711207357785,1.2787370032887495,1.1262109977574437
800,2020-07-21,20,1.0,0.08961416620739406,7.229271612903627,1.0360241753656836,1.1206758466123057
143,2020-07-22,10,83,4.176794134371996,8.638310597992975,0.9936275075116456,1.038234540239389
801,2020-07-22,20,0.0,0.0,8.369468099370792,1.1577194145578944,1.0312798475695653
1531,2020-07-22,30,22,1.7287606043747072,9.312428429029724,1.171073288809747,1.1096617113373999
2261,2020-07-22,40,105.0,2.3996418363156313,10.775067262593538,1.4107690820875336,1.1109425381135603
2262,2020-07-23,40,85.0,1.9425672008269397,11.69609410628997,1.0854775957542135,1.1143718187144327
1532,2020-07-23,30,17,1.3358604670168193,11.67323840911349,1.2535117448768132,1.1110592697558779
144,2020-07-23,10,64,3.2206605373470816,14.804284780253175,1.7137939892660032,1.150153798135131
802,2020-07-23,20,4.0,0.3584566648295762,10.985947310710756,1.3126219229554945,1.0953585369783423
145,2020-07-24,10,60,3.0193692537628887,14.005316564473645,0.9460312856960682,1.1424439818059982
803,2020-07-24,20,3.0,0.2688424986221822,12.545398458721118,1.1419496292768467,1.114174684367375
1533,2020-07-24,30,19,1.4930205219599744,11.638777144365463,0.997047840235909,1.134741819602777
2263,2020-07-24,40,82.0,1.8740060055036356,11.570215949042158,0.9892375902498838,1.124592890884772
1534,2020-07-25,30,8,0.6286402197726209,10.86299570179796,0.9333451072269158,1.1259854106546698
146,2020-07-25,10,47,2.365172582114263,10.00750774656514,0.7145506280058331,1.1015460133154005
804,2020-07-25,20,2.0,0.1792283324147881,9.828279414150352,0.7834170788986043,1.128253102091931
2264,2020-07-25,40,57.0,1.302662711142771,8.111572871530235,0.7010735933759087,1.082132930344797
2265,2020-07-26,40,34.0,0.7770268803307758,8.619757253238829,1.0626493023926598,1.1616704008368763
1535,2020-07-26,30,15,1.1787004120736642,8.305437143352519,0.7645623151611729,1.156279536496454
805,2020-07-26,20,4.0,0.3584566648295762,6.789887802678459,0.6908521335792162,1.0981026196391348
147,2020-07-26,10,15,0.7548423134407222,6.916089896346561,0.6910901366746739,1.092078581048273
148,2020-07-27,10,79,3.975502850787804,8.526420165020102,1.2328382500528516,1.0815241143565466
806,2020-07-27,20,2.0,0.1792283324147881,8.526420165020102,1.2557527330063716,1.0540481553771588
1536,2020-07-27,30,13,1.0215403571305088,8.24529781100784,0.9927590406974769,1.034111767806092
2266,2020-07-27,40,94.0,2.1482507867968508,9.616521717473914,1.1156371850101179,1.1396760522275649
149,2020-07-28,10,103,5.18325055229296,13.62107185769321,1.597513563027784,1.1270636228906943
807,2020-07-28,20,3.0,0.2688424986221822,13.531457691485818,1.5870033882448151,1.1327594715027491
1537,2020-07-28,30,14,1.1001203846020866,13.876735762647181,1.682987816901061,1.1136124505584422
2267,2020-07-28,40,120.0,2.74244781293215,12.643680724791528,1.3147873104489587,1.0970902370456108
2268,2020-07-29,40,119.0,2.719594081157715,15.184046473534455,1.2009197957491775,1.0671117675687027
1538,2020-07-29,30,29,2.2788207966757508,16.441326913079696,1.1848122782114057,1.1155751633301076
150,2020-07-29,10,86,4.327762597060141,18.620838723342985,1.3670611915042425,1.1804112920324938
808,2020-07-29,20,4.0,0.3584566648295762,13.796044835879602,1.0195534842162841,1.1130214814539474
151,2020-07-30,10,118,5.938092865733681,19.4652952029911,1.0453500775230662,1.0849193046406456
809,2020-07-30,20,2.0,0.1792283324147881,18.544403150803802,1.3441825806897254,1.117530146844552
1539,2020-07-30,30,17,1.3358604670168193,17.137815804888472,1.0423620852192101,1.0854109262361644
2269,2020-07-30,40,137.0,3.1309612530975377,17.549182976828295,1.1557645722051915,1.0771527642045569
2270,2020-07-31,40,142.0,3.2452299119697106,18.515592092122255,1.055068610121052,1.0865571956147237
1540,2020-07-31,30,20,1.571600549431552,15.759430044493666,0.9195705114299554,1.0743427364067426
810,2020-07-31,20,7.0,0.6272991634517584,16.028272543115847,0.8643185985967473,1.077868571033109
152,2020-07-31,10,115,5.787124403045537,15.877304080427702,0.8156724013097908,1.0662966068711774
153,2020-08-01,10,48,2.4154954030103113,18.113571151023226,1.1408467746959774,1.127196056398341
811,2020-08-01,20,3.0,0.2688424986221822,17.046553182628593,1.063530279808606,1.117884742591681
1541,2020-08-01,30,13,1.0215403571305088,14.937132286661562,0.9478218593241947,1.076410843849211
2271,2020-08-01,40,64.0,1.4626388335638132,13.154541208255662,0.7104574967306859,1.0878977532368348
1542,2020-08-02,30,33,2.593140906562061,14.176081565386172,0.9490497435069924,1.1027661907557567
2272,2020-08-02,40,67.0,1.531200028887117,15.07998243082153,1.1463708381830513,1.099857972635462
154,2020-08-02,10,29,1.4593618059853963,10.752219833761389,0.5936002207468626,1.113268925551511
812,2020-08-02,20,5.0,0.4480708310369704,8.78479526178805,0.515341439860127,1.0928117863460967
155,2020-08-03,10,129,6.491643895590212,15.007596658756079,1.395767282550626,1.1365445016226214
813,2020-08-03,20,4.0,0.3584566648295762,14.344512966455147,1.6328795992378629,1.1466870529505953
1543,2020-08-03,30,33,2.593140906562061,15.475015039453394,1.091628527112798,1.1168904031008025
2273,2020-08-03,40,166.0,3.7937194745561404,16.675593607447475,1.105809882998585,1.0984540723481002
2274,2020-08-04,40,174.0,3.976549328751617,19.120942907311974,1.146642413903178,1.07443337284156
156,2020-08-04,10,144,7.246486209030934,24.90806731035751,1.6596972771003324,1.1454278893472711
814,2020-08-04,20,7.0,0.6272991634517584,25.087295642772297,1.7489123333388386,1.1698169022497418
1544,2020-08-04,30,23,1.8073406318462848,20.402992379028372,1.3184473376608132,1.064813191780767
1545,2020-08-05,30,24,1.8859206593178623,21.93045637351666,1.0748647044567012,1.049106395530095
2275,2020-08-05,40,116.0,2.6510328858344114,21.988348352789007,1.149961508664958,1.0671536175438143
157,2020-08-05,10,90,4.529053880644333,22.7236827588772,0.9123021258830476,1.0804623085442433
815,2020-08-05,20,2.0,0.1792283324147881,18.92636176254037,0.7544201667664843,1.1319407140426274
158,2020-08-06,10,115,5.787124403045537,17.466999956554975,0.7686694160404675,1.0409364997610149
816,2020-08-06,20,9.0,0.8065274958665465,17.646228288969766,0.9323624112424881,1.0731092612644504
1546,2020-08-06,30,12,0.9429603296589312,16.78184798678241,0.7652302214306977,1.009516129274593
2276,2020-08-06,40,136.0,3.1081075213231033,18.00403484878765,0.8187988729268979,1.0190156605040583
159,2020-08-07,10,94,4.730345164228526,20.083347127181767,1.1497880103700886,1.0886673010553432
817,2020-08-07,20,7.0,0.6272991634517584,16.18159240998919,0.9170000605797396,1.080635184404878
1547,2020-08-07,30,19,1.4930205219599744,17.495384599534376,1.0425183575321357,1.0270801072891904
2277,2020-08-07,40,120.0,2.74244781293215,14.450708009420989,0.8026371938729093,0.9829540296114665
2278,2020-08-08,40,92.0,2.1025433232479815,15.746723836802424,1.0896852823084178,1.0371294275511425
1548,2020-08-08,30,28,2.200240769204173,17.004004276347665,0.9719137169925497,1.0305218012418125
160,2020-08-08,10,47,2.365172582114263,16.261069337138824,0.8096792449068567,1.0413576539426117
818,2020-08-08,20,17.0,1.5234408255256993,13.054164998435999,0.80672931734317,1.0439493326241016
2279,2020-08-09,40,38.0,0.8684418074285141,13.295307642412755,0.8443221447333479,0.9939796142011847
161,2020-08-09,10,11,0.5535510298565297,12.35583815030931,0.7598416742550678,1.0651064330152125
819,2020-08-09,20,12.0,1.0753699944887287,10.68876033186589,0.8188007684249812,1.0873006652762236
1549,2020-08-09,30,15,1.1787004120736642,9.764917420691573,0.5742716399027515,0.9769820721554924
2280,2020-08-10,40,186.0,4.250794110044832,11.81547076153223,0.8886947996479777,0.9629631737225266
1550,2020-08-10,30,18,1.414440494488397,10.864738673906364,1.112629857051766,0.9799822621467735
820,2020-08-10,20,21.0,1.8818974903552754,11.223195338735941,1.0499997184216738,1.0040321108739108
162,2020-08-10,10,147,7.3974546717190774,17.752208203026505,1.4367465798005865,1.0709606183366354
163,2020-08-11,10,122,6.139384149317874,23.33804132248785,1.3146556786388433,1.0216689614135654
821,2020-08-11,20,13.0,1.1649841606961229,23.42765548869524,2.0874318571144,1.052392042841848
1551,2020-08-11,30,21,1.65018057690313,23.89913565352471,2.1996972380866193,1.105875105064746
2281,2020-08-11,40,156.0,3.5651821568117947,23.213523700291674,1.9646719262230516,1.0798245326253657
1552,2020-08-12,30,28,2.200240769204173,23.99932397500745,1.0041921315873181,1.0957790232262625
2282,2020-08-12,40,135.0,3.0852537895486685,25.20268027420084,1.0856895575006638,1.0706428253161808
164,2020-08-12,10,90,4.529053880644333,22.334279483126096,0.9569903135618086,1.028052988224817
822,2020-08-12,20,17.0,1.5234408255256993,17.718336159333923,0.7563000133702543,1.0526605923566723
165,2020-08-13,10,81,4.076148492579899,20.629500491217698,0.9236698460231777,1.0501959067937756
823,2020-08-13,20,18.0,1.613054991733093,20.59237490604766,1.1622070334860257,1.0854955383914635
1553,2020-08-13,30,27,2.1216607417325952,19.148853490968463,0.7978913702281699,1.1004449016259017
2283,2020-08-13,40,126.0,2.8795702035787576,19.828182925343047,0.7867489770776686,1.0660642687662911
2284,2020-08-14,40,152.0,3.4737672297140563,20.216696365508433,1.019594001206677,1.0970580983854006
166,2020-08-14,10,78,3.925180029891756,19.612822514755855,0.9507172761214137,1.0217572304725364
824,2020-08-14,20,36.0,3.226109983466186,21.315491672696343,1.035115753765551,1.1023692088465793
1554,2020-08-14,30,38,2.9860410439199487,20.22538422403639,1.0562190699080585,1.1024021462510334
2285,2020-08-15,40,76.0,1.7368836148570281,20.349212847160327,1.0065548039727192,1.0851823157660152
1555,2020-08-15,30,11,0.8643803021873536,19.091932407615086,0.9439589476340193,1.0984086077712432
167,2020-08-15,10,44,2.214204119426119,18.42656632346245,0.9395162939754889,1.0403053803394837
825,2020-08-15,20,21.0,1.8818974903552754,16.834696584103668,0.7897869231732402,1.0999488668223039
168,2020-08-16,10,15,0.7548423134407222,13.664358867652632,0.7415575223178654,1.0376933586341692
826,2020-08-16,20,6.0,0.5376849972443644,10.97593388143081,0.6519828751647919,1.0761177392137051
1556,2020-08-16,30,12,0.9429603296589312,8.932853167169792,0.46788627659329013,1.0832106987270345
2286,2020-08-16,40,33.0,0.7541731485563411,7.950142700869106,0.3906855149917273,1.0203770829457837
1557,2020-08-17,30,24,1.8859206593178623,8.971683057999616,1.0043468632141557,1.0677416996073759
2287,2020-08-17,40,115.0,2.628179154059977,9.385658092633474,1.1805647327069284,1.062072787668491
169,2020-08-17,10,80,4.025825671683852,11.52958627396205,0.8437707458968904,0.9529825252193554
827,2020-08-17,20,11.0,0.9857558282813348,11.760499788802662,1.071480560638142,1.079186430958915
828,2020-08-18,20,13.0,1.1649841606961229,12.387798952254421,1.0533394987217313,0.9314589511885337
1558,2020-08-18,30,20,1.571600549431552,13.016439172027042,1.4508358228750526,0.960761497434295
2288,2020-08-18,40,121.0,2.7653015447065843,15.027567568177284,1.601120285851024,1.0101368390439156
170,2020-08-18,10,88,4.428408238852238,17.57005514771166,1.5239102887317961,0.9828760409469203
2289,2020-08-19,40,103.0,2.3539343727667617,17.295810366418443,1.1509387855320272,1.0194581573341102
171,2020-08-19,10,58,2.9187236119707927,16.188708306705387,0.9213806200724315,0.977788941877009
829,2020-08-19,20,23.0,2.0611258227700637,17.264078301194115,1.3936356545447706,1.0225068999277502
1559,2020-08-19,30,22,1.7287606043747072,17.8278547448727,1.369641459484989,1.0129685442768193
2290,2020-08-20,40,113.0,2.582471690511108,18.838725885952254,1.089207472032044,1.0626665137561637
1560,2020-08-20,30,19,1.4930205219599744,17.566444863205643,0.9853369973332188,1.0397464910061118
172,2020-08-20,10,71,3.572920283619419,16.71095690797283,1.0322600538210405,0.9933018287052752
830,2020-08-20,20,23.0,2.0611258227700637,16.41814835797613,0.9510005730708789,0.9923345484398723
173,2020-08-21,10,47,2.365172582114263,15.864597328119597,0.9493530152393947,0.9931069342935582
831,2020-08-21,20,23.0,2.0611258227700637,15.864597328119599,0.966284198571783,0.9825014691264767
1561,2020-08-21,30,17,1.3358604670168193,15.471697190761711,0.8807528962885625,1.0146798947747553
2291,2020-08-21,40,87.0,1.9882746643758085,14.877500164626412,0.7897296374868076,1.0298287475104682
174,2020-08-22,10,21,1.0567792388170112,14.44125888148345,0.9102820943262571,0.9889306200579536
832,2020-08-22,20,29.0,2.5988108200144278,13.467149417878456,0.8488806327285896,0.9909434276343838
1562,2020-08-22,30,16,1.2572804395452417,12.663304034653635,0.8184818949413647,0.9967546015329477
2292,2020-08-22,40,66.0,1.5083462971126822,11.806477749652055,0.7935794064196219,0.9994036907171687
2293,2020-08-23,40,51.0,1.1655403204961636,10.910892247378154,0.9241445652747455,1.0756121264718856
1563,2020-08-23,30,11,0.8643803021873536,10.439412082548689,0.8243829615067934,1.0476826993777337
175,2020-08-23,10,20,1.006456417920963,9.457593836093842,0.654900927523732,0.9765511065159346
833,2020-08-23,20,20.0,1.7922833241478815,10.193097921424712,0.7568860792390673,1.0059295996449946
176,2020-08-24,10,78,3.925180029891756,11.519467131302042,1.2180124597166873,1.0300142084901913
834,2020-08-24,20,25.0,2.2403541551848516,12.50254084694165,1.2265692867192766,1.0280851319422994
1564,2020-08-24,30,27,2.1216607417325952,13.115855291561566,1.2563787297454252,1.0836872517393437
2294,2020-08-24,40,130.0,2.9709851306764956,14.921300101741895,1.3675600274878918,1.1023257400120232
1565,2020-08-25,30,22,1.7287606043747072,15.78568040392925,1.2035570729486005,1.0483617160355647
177,2020-08-25,10,64,3.2206605373470816,17.99988452335537,1.562562253808076,1.0355359177868027
835,2020-08-25,20,23.0,2.0611258227700637,18.26872702197755,1.4612011466810295,1.0863510816507707
2295,2020-08-25,40,109.0,2.4910567634133693,16.834603755499163,1.1282263368949943,1.0347694615897332
2296,2020-08-26,40,128.0,2.9252776671276264,17.51952726744194,1.0406854549052895,1.0190189857859135
1566,2020-08-26,30,25,1.9645006867894401,17.362367212498782,1.099880826687526,1.0098244827787843
178,2020-08-26,10,81,4.076148492579899,18.467530574402186,1.0259805028437838,1.0504787581827102
836,2020-08-26,20,22.0,1.9715116565626696,18.710281626590152,1.0241699711250492,1.0335702697336677
179,2020-08-27,10,81,4.076148492579899,19.565769581822966,1.0594686443320716,1.054365699684286
837,2020-08-27,20,19.0,1.7026691579404871,19.20731291699339,1.0265646076484964,1.0443651318161844
1567,2020-08-27,30,19,1.4930205219599744,18.209276675539996,1.0487784558796536,1.018887548285418
2297,2020-08-27,40,119.0,2.719594081157715,18.003593089570085,1.0276300732741646,1.0102222145347877
1568,2020-08-28,30,16,1.2572804395452417,17.296372842325887,0.9498660023964386,1.0287608491579718
2298,2020-08-28,40,131.0,2.9938388624509304,16.21406321219692,0.9006015150159173,1.0260610541818036
180,2020-08-28,10,89,4.478731059748285,18.721282615382535,0.9568385509750161,1.0554350619322321
838,2020-08-28,20,26.0,2.3299683213922457,16.975102444194878,0.8837833026178483,1.032579289537051
181,2020-08-29,10,32,1.6103302686735408,16.882763554927934,0.9017952403034628,1.05422265421469
839,2020-08-29,20,17.0,1.5234408255256993,16.913183858493657,0.9963523880987006,1.0536466831613525
1569,2020-08-29,30,10,0.785800274715776,14.97939005205172,0.8660422730594539,1.0355551888891272
2299,2020-08-29,40,59.0,1.3483701746916403,15.070479787198117,0.929469657911624,1.0454739472520898
2300,2020-08-30,40,49.0,1.1198328569472944,13.19647378169448,0.8756505411927533,1.0385462295260905
182,2020-08-30,10,14,0.704519492544674,9.422262214490871,0.5580995187094588,1.0403938815269367
840,2020-08-30,20,24.0,2.1507399889774574,9.243033882076084,0.5464987526540906,1.0235913507920702
1570,2020-08-30,30,11,0.8643803021873536,8.497083915589895,0.5672516628556618,0.9988221462246799
2301,2020-08-31,40,150.0,3.4280597661651875,10.401702856229383,0.788218355016787,0.9557831334587901
1571,2020-08-31,30,15,1.1787004120736642,10.794602993587272,1.2703891241773002,1.0008236311435192
183,2020-08-31,10,116,5.837447223941585,15.283680042837217,1.6220817989263596,1.098118072842604
841,2020-08-31,20,19.0,1.7026691579404871,15.866516343830408,1.7165918189046625,1.0935945696756968
184,2020-09-01,10,99,4.981959268708767,20.143956119994503,1.318004306785726,1.0631812232679827
842,2020-09-01,20,23.0,2.0611258227700637,20.054341953787105,1.2639410894745717,1.0654145615033455
1572,2020-09-01,30,12,0.9429603296589312,20.132921981258686,1.8650914714713465,1.0953285452181973
2302,2020-09-01,40,134.0,3.062400057774234,19.767262272867733,1.9003871333461033,1.0660918186660913
2303,2020-09-02,40,98.0,2.239665713894589,20.828227574688658,1.053672849946307,1.0679471608148081
1573,2020-09-02,30,12,0.9429603296589312,15.933740680406004,0.7914271309071971,1.051263731535293
185,2020-09-02,10,69,3.472274641827322,17.70334616429284,0.8788415770386254,1.0421613767243885
843,2020-09-02,20,17.0,1.5234408255256993,14.24482772110977,0.7103114005902221,1.0205776228555132
186,2020-09-03,10,74,3.723888746307563,15.907590644647268,0.8985640622410943,1.019175007854249
844,2020-09-03,20,28.0,2.5091966538070336,17.473826968795372,1.226678715313662,1.0491653525219655
1574,2020-09-03,30,7,0.5500601923010433,14.961487103322181,0.9389814610024738,1.0355784465528388
2304,2020-09-03,40,109.0,2.4910567634133693,15.212878152840963,0.730397154452465,1.025485315268851
1575,2020-09-04,30,12,0.9429603296589312,15.212878152840961,1.0168025442780324,1.0451408096787806
187,2020-09-04,10,86,4.327762597060141,16.06836610807378,1.0101068393710904,1.0267847633394025
845,2020-09-04,20,22.0,1.9715116565626696,16.51643693911075,0.9452100543633446,1.057940602771322
2305,2020-09-04,40,120.0,2.74244781293215,15.534996005735339,1.0211740243797471,1.0427099594636837
2306,2020-09-05,40,68.0,1.5540537606615517,14.579853112589856,0.9385166952863808,1.0440023933743634
1576,2020-09-05,30,10,0.785800274715776,14.815593195004588,0.9738849576099325,1.0605469074717064
846,2020-09-05,20,26.0,2.3299683213922457,14.654504752983463,0.8872679263093209,1.042357108229982
188,2020-09-05,10,32,1.6103302686735408,15.321874691998074,0.953542792648929,1.0341772708173262
189,2020-09-06,10,28,1.409038985089348,12.40315108002728,0.8095061034864675,1.0700924972140418
847,2020-09-06,20,18.0,1.613054991733093,12.044694415197705,0.8219107106124187,1.0817016736526004
1577,2020-09-06,30,20,1.571600549431552,10.873847151697106,0.7339461207239052,1.084360401452884
2307,2020-09-06,40,66.0,1.5083462971126822,10.828139688148237,0.7426782426770833,1.0250063507292677
190,2020-09-07,10,130,6.54196671648626,16.584306129918723,1.3371042586608761,1.0293814200332583
848,2020-09-07,20,18.0,1.613054991733093,15.86739280025957,1.3173761204135221,1.0246708595824374
1578,2020-09-07,30,25,1.9645006867894401,16.22156321837547,1.491796140967802,1.1159899752800986
2308,2020-09-07,40,173.0,3.9536955969771825,18.766219830263303,1.7330973159501777,1.1599890594340379
2309,2020-09-08,40,182.0,4.159379182947093,21.312544021477304,1.1356865801554599,1.0507461232639457
1579,2020-09-08,30,24,1.8859206593178623,21.626864131363615,1.333217017387395,1.0400079104109625
191,2020-09-08,10,132,6.642612358278355,26.761130192529286,1.613641836015749,1.0716153527804047
849,2020-09-08,20,26.0,2.3299683213922457,22.549131797435273,1.421098732557147,1.0471219514513768
192,2020-09-09,10,225,11.322634701610832,32.25871150731301,1.2054315821204906,1.1182710677920995
850,2020-09-09,20,31.0,2.778039152429216,33.07224997295279,1.4666750928616423,1.1551739074901513
1580,2020-09-09,30,26,2.0430807142610177,31.161635090236622,1.4408762593114706,1.1327863573258588
2310,2020-09-09,40,282.0,6.444752360390551,33.44700826768008,1.5693578501925676,1.1244154090134117
2311,2020-09-10,40,270.0,6.170507579097337,37.731595187459554,1.1281007522553124,1.1812302086995328
1581,2020-09-10,30,28,2.200240769204173,33.28922359838538,1.0682758944448123,1.1512569906747643
851,2020-09-10,20,36.0,3.226109983466186,34.185365260459314,1.0336570777136982,1.1275993878330133
193,2020-09-10,10,206,10.36650110458592,33.229231663434405,1.0300855214226823,1.1370598476751836
194,2020-09-11,10,207,10.416823925481967,40.86801643648715,1.2298814745529763,1.1684562241297385
852,2020-09-11,20,37.0,3.3157241496735805,42.140659871899715,1.232710534195811,1.168670884951937
1582,2020-09-11,30,27,2.1216607417325952,37.81756825324176,1.136030347522915,1.168289533995462
2312,2020-09-11,40,271.0,6.193361310871771,37.84042198501619,1.0028842352679752,1.1786173816835652
1583,2020-09-12,30,27,2.1216607417325952,37.76184195754462,0.9985264442355475,1.1718097463705495
2313,2020-09-12,40,172.0,3.9308418652027477,38.466573839281175,1.016547168911407,1.1897645922014262
195,2020-09-12,10,107,5.384541835877152,33.48461457057241,0.8193354483599844,1.1492837463741752
853,2020-09-12,20,38.0,3.4053383158809742,26.473128960971415,0.6282086953893253,1.1316624233919377
196,2020-09-13,10,54,2.7174323283866,25.874837139684434,0.7727380909566823,1.1440311731556343
854,2020-09-13,20,34.0,3.0468816510513985,26.80005804900324,1.0123494690980355,1.1588679603184544
1584,2020-09-13,30,24,1.8859206593178623,22.49261739744933,0.5956440743207819,1.1520523111701035
2314,2020-09-13,40,112.0,2.559617958736673,22.93057461445341,0.5961168964582241,1.1688272570273033
2315,2020-09-14,40,361.0,8.250197170570885,27.249929919821547,1.188366640522196,1.0910085891090202
197,2020-09-14,10,301,15.147169089710493,37.01255717365489,1.4304459956151163,1.1573657070062402
855,2020-09-14,20,25.0,2.2403541551848516,35.84757301295876,1.3375931107094008,1.1617561017892941
1585,2020-09-14,30,35,2.750300961505216,35.88044164607738,1.5952097086818466,1.1668256779863955
1586,2020-09-15,30,33,2.593140906562061,35.42670090158804,0.9873540925453201,1.117416688723242
2316,2020-09-15,40,331.0,7.5645852173378465,41.105365459608024,1.5084576577097197,1.1442616001882002
198,2020-09-15,10,265,13.33554753745276,51.88129503832411,1.4017214426689928,1.1270913650995606
856,2020-09-15,20,33.0,2.9572674848440044,46.58836535259723,1.299623975540986,1.1444025650726999
199,2020-09-16,10,367,18.468475268849673,49.90967153173641,0.9619974114923059,1.0923150550098202
857,2020-09-16,20,48.0,4.301479977954915,51.97079735450648,1.1155316775159012,1.0942392200233082
1587,2020-09-16,30,46,3.6146812636925696,52.83517765669383,1.491394239713849,1.124633543066439
2317,2020-09-16,40,461.0,10.535570348014343,60.77760709814611,1.4785808718297109,1.131293460422078
1588,2020-09-17,30,30,2.3574008241473283,55.5704227049556,1.051769392468679,1.122275471355563
2318,2020-09-17,40,362.0,8.27305090234532,50.50792606984815,0.8310285396443123,1.088854572906221
200,2020-09-17,10,300,15.096846268814444,62.647504853818596,1.2552177349831384,1.124476799804171
858,2020-09-17,20,32.0,2.8676533186366098,47.04668290360553,0.9052522820207611,1.0758956777814601
201,2020-09-18,10,262,13.184579074764617,55.92978200041523,0.8927695066375194,1.0763179472448199
859,2020-09-18,20,58.0,5.1976216400288555,57.51272237675152,1.222460731069818,1.0744314201920324
1589,2020-09-18,30,28,2.200240769204173,49.177392797941344,0.8849562483813148,1.0864077429067627
2319,2020-09-18,40,348.0,7.953098657503234,54.77309063129725,1.08444545031508,1.1005061750558072
202,2020-09-19,10,161,8.101974164263753,54.602013893215684,0.9762600879225725,1.0987357528966182
860,2020-09-19,20,38.0,3.4053383158809742,42.91050594028221,0.7461045863763183,1.0912736903330316
1590,2020-09-19,30,20,1.571600549431552,41.61445317107716,0.8462110494971018,1.0646484008012704
2320,2020-09-19,40,219.0,5.004967258601173,33.434841354913715,0.610424589329438,1.0424886636869544
2321,2020-09-20,40,128.0,2.9252776671276264,31.162497382012486,0.9320366455823701,1.090477199276118
1591,2020-09-20,30,20,1.571600549431552,30.533857162239865,0.7337320290312377,1.0843752514741927
861,2020-09-20,20,39.0,3.4949524820883684,26.075710986824998,0.607676614745911,1.0334632825684424
203,2020-09-20,10,69,3.472274641827322,21.44601146438857,0.3927696056473339,1.0444545407095684
204,2020-09-21,10,329,16.55620807479984,34.596881223307435,1.6132081846900104,1.0705634248631248
862,2020-09-21,20,37.0,3.3157241496735805,36.34100482354946,1.3936726343496866,1.0414746430884831
1592,2020-09-21,30,47,3.6932612911641476,35.02929885611244,1.1472280973211575,1.0203778784226658
2322,2020-09-21,40,413.0,9.438591222841483,41.5426124118263,1.3330963787198067,1.111152876161491
1593,2020-09-22,30,28,2.200240769204173,42.17125263159892,1.2038851478250538,1.0513108863197707
2323,2020-09-22,40,476.0,10.87837632463086,49.55467647414141,1.1928637511499938,1.0660680323672447
